,value
initial_capital,10000.0
leverage,1.0
final_value,28349.384964215213
total_return,1.8349384964215212
annualized_return,0.20774265927766145
annualized_volatility,0.3970109521040662
sharpe_ratio,0.5232668221787672
sortino_ratio,0.6987454673480046
max_drawdown,-0.5705854815507464
calmar_ratio,0.3640868300978411
win_rate,0.3816377171215881
trading_days,2015.0
avg_long_exposure,6280.50883648638
avg_short_exposure,-6280.50883648638
avg_net_exposure,0.0
avg_gross_exposure,12561.01767297276
avg_long_positions,1.0332506203473946
avg_short_positions,1.7761786600496279
avg_portfolio_beta,-0.27626176105620887
